,Unnamed: 0,RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31
20,527,1889,532,Lowndes County,county,GA,GA,"Valdosta, GA",13,185,1172.68,1167.6,1168.22,1162.4,1164.66,1161.21,1166.22,1164.27,1157.23,1168.34,1166.91,1177.92,1165.3,1147.41,1144.75,1142.02,1158.8,1153.47,1153.83,1150.56,1160.74,1182.92,1180.89,1171.27,1145.3,1143.09,1148.92,1154.58,1154.96,1149.52,1141.35,1142.17,1150.14,1158.29,1157.6,1151.8,1148.69,1146.14,1146.88,1145.3,1143.68,1137.94,1136.97,1129.24,1134.07,1139.06,1147.57,1144.96,1139.56,1135.55,1144.22,1149.04,1133.27,1133.22,1142.28,1154.11,1158.1,1155.47,1157.9,1155.73,1169.63,1203.93,1209.59,1203.26,1176.81,1187.34,1203.75,1237.12,1240.02,1238.42,1243.47,1227.43,1225.39,1207.12,1222.13,1210.2,1232.72,1264.41,1306.98,1328.86,1349.08,1400.82,1391.66,1402.43,1368.87,1402.53,1383.37,1380.26,1376.38,1382.05,1355.45,1340.2
21,536,1697,541,Fayette County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,113,1595.05,1592.04,1584.26,1603.44,1624.93,1624.6,1624.62,1607.36,1622.19,1638.48,1650.6,1668.56,1683.06,1695.15,1673.55,1656.46,1659.22,1666.3,1673.56,1679.94,1692.87,1707.59,1702.75,1711.95,1710.27,1706.69,1702.62,1711.75,1729.5,1729.97,1722.36,1720.27,1734.94,1687.75,1688.8,1669.21,1717.15,1724.16,1742.15,1769.09,1775.07,1776.83,1771.82,1773.22,1773.02,1785.02,1805.31,1824.56,1821.14,1796.49,1784.01,1795.52,1807.76,1812.4,1802.96,1801.51,1795.54,1796.95,1793.14,1810.83,1831.56,1837.67,1826.86,1802.86,1814.93,1825.17,1857.43,1884.93,1920.09,1956.75,1964.76,1979.68,1996.28,2017.02,2043.41,2043.7,2095.35,2145.34,2198.36,2177.67,2196.08,2191.24,2205.5,2179.5,2160.17,2159.27,2140.65,2129.82,2142.53,2154.7,2143.16,2127.05
22,549,1263,556,Newton County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,217,1218.19,1211.94,1208.43,1207.46,1219.12,1234.35,1236.32,1235.16,1227.27,1245.44,1256.28,1282.35,1277.14,1278.09,1264.18,1255.51,1258.81,1267.93,1278.45,1275.66,1285.98,1293.73,1305.9,1318.2,1338.2,1335.18,1328.01,1325.34,1337.54,1342.22,1336.35,1333.98,1340.45,1348.0,1363.47,1372.86,1380.91,1377.54,1378.57,1379.98,1382.54,1388.38,1401.5,1411.7,1421.89,1423.77,1430.09,1438.65,1447.68,1435.89,1438.7,1433.13,1455.13,1458.59,1473.96,1468.14,1479.96,1487.85,1495.58,1501.99,1511.05,1537.66,1552.52,1580.65,1584.4,1598.93,1610.42,1626.71,1634.74,1640.6,1657.03,1682.33,1692.68,1716.48,1708.27,1728.61,1741.5,1781.17,1801.41,1826.33,1872.64,1891.3,1883.95,1837.34,1804.4,1802.78,1817.26,1829.47,1846.67,1868.91,1866.72,1880.0
23,563,855,571,Bartow County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,15,1164.21,1167.52,1172.48,1190.83,1189.6,1201.98,1192.55,1188.51,1150.9,1165.09,1176.15,1206.81,1203.24,1207.43,1232.15,1246.85,1259.79,1254.12,1240.04,1235.68,1230.39,1253.55,1251.37,1257.1,1261.81,1270.89,1280.12,1294.6,1308.1,1310.08,1298.64,1277.31,1263.39,1264.56,1279.63,1284.45,1289.82,1307.99,1322.92,1349.6,1347.88,1365.55,1350.57,1345.5,1332.35,1332.67,1351.78,1350.33,1369.22,1357.72,1381.51,1390.53,1392.18,1388.2,1391.89,1401.25,1404.83,1424.44,1425.88,1416.55,1429.49,1471.7,1500.61,1482.37,1464.34,1476.67,1511.86,1525.74,1506.99,1493.39,1490.86,1529.13,1552.9,1583.49,1599.09,1611.83,1648.45,1668.27,1720.83,1732.93,1758.78,1736.02,1740.21,1757.65,1777.69,1792.2,1767.92,1815.33,1827.37,1845.65,1827.08,1853.06
24,567,2872,576,Whitfield County,county,GA,GA,"Dalton, GA",13,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493.94
25,595,512,608,Floyd County,county,GA,GA,"Rome, GA",13,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202.05,1261.11,1238.9,1191.83,1174.68
26,623,1469,641,Walton County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.86,1953.72,1921.05,1884.51,1933.85,1943.64,1914.38,1929.21,1931.81,1984.89,1976.1
27,630,2514,650,Rockdale County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,247,1170.42,1162.93,1166.72,1153.01,1161.61,1166.12,1186.97,1186.82,1177.94,1186.47,1203.19,1220.36,1227.01,1214.28,1213.38,1207.06,1225.09,1233.82,1241.23,1236.17,1236.41,1244.38,1250.96,1249.42,1244.64,1244.13,1260.36,1264.9,1267.98,1271.5,1272.65,1273.51,1276.0,1283.53,1298.13,1302.79,1304.64,1275.21,1273.57,1279.25,1295.5,1302.82,1308.16,1326.72,1327.8,1353.06,1361.34,1380.41,1381.36,1379.11,1376.26,1383.96,1389.99,1406.67,1403.36,1395.14,1392.1,1387.67,1399.96,1405.4,1416.37,1447.83,1457.77,1473.46,1463.68,1487.46,1516.31,1538.29,1546.98,1555.27,1571.22,1584.49,1581.58,1602.84,1617.9,1666.34,1688.56,1738.31,1760.66,1771.96,1764.07,1758.23,1755.0,1742.18,1741.34,1743.77,1740.61,1717.76,1729.65,1749.82,1741.96,1749.97
28,631,2686,651,Dougherty County,county,GA,GA,"Albany, GA",13,95,,,,,,,,,,,,,,,744.53,749.63,749.42,739.25,734.88,734.54,743.15,749.77,750.45,739.85,733.34,731.97,746.5,743.88,742.79,737.76,735.46,736.64,732.99,745.68,753.02,752.05,737.79,730.74,736.98,738.3,742.47,740.87,745.21,754.31,754.95,763.39,756.52,754.9,752.32,752.64,764.6,766.69,771.02,769.99,772.27,778.09,784.46,790.37,785.44,785.19,785.06,804.42,811.45,814.91,813.88,826.6,835.23,840.13,846.31,846.0,842.42,829.93,837.69,852.98,865.06,868.08,865.85,889.75,890.73,893.4,887.5,908.42,915.63,915.61,891.19,886.41,898.69,907.24,916.82,908.54,911.01,917.65
29,648,525,676,Glynn County,county,GA,GA,"Brunswick, GA",13,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702.74,1662.97,1649.0,1655.94,1692.24,1683.81,1679.66,1683.38,1693.15,1695.56,1694.16
30,669,852,705,Barrow County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,13,1269.18,1268.51,1254.68,1256.43,1258.24,1280.15,1302.29,1320.66,1319.23,1329.97,1322.04,1339.97,1323.95,1325.99,1287.56,1290.74,1300.83,1344.46,1350.89,1364.3,1373.52,1377.75,1376.1,1375.54,1387.19,1377.13,1386.55,1401.62,1421.42,1442.24,1439.14,1431.16,1414.16,1407.19,1409.68,1435.09,1441.26,1454.25,1447.67,1474.68,1476.24,1486.41,1482.53,1489.06,1491.66,1494.2,1503.85,1502.48,1496.5,1504.66,1512.33,1527.95,1517.2,1534.47,1535.64,1543.23,1543.87,1542.2,1547.44,1543.41,1562.66,1562.27,1574.26,1578.93,1590.81,1625.53,1650.12,1685.93,1684.35,1678.7,1674.74,1681.43,1685.53,1697.44,1734.19,1765.92,1797.79,1839.51,1855.64,1841.53,1823.13,1858.29,1903.21,1920.04,1913.75,1906.13,1879.4,1878.99,1880.37,1913.11,1904.35,1917.23
31,683,1566,724,Bulloch County,county,GA,GA,"Statesboro, GA",13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.73,906.02,907.74,920.49,920.58,936.1,920.8,950.01,953.84,1010.64,1017.59,1027.4,1006.55,1021.87,1040.8,1046.11
32,709,756,769,Troup County,county,GA,GA,"LaGrange, GA-AL",13,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.2,1236.71,1279.69,1325.19,1355.56,1352.13,1342.78,1312.36,1328.56,1339.22,1351.52,1410.61
33,712,1465,773,Walker County,county,GA,GA,"Chattanooga, TN-GA",13,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.41,995.96
34,720,1795,784,Jackson County,county,GA,GA,"Jefferson, GA",13,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.25,1658.83,1661.75,1658.59,1671.75,1702.23,1732.85,1757.99,1756.91,1774.97,1778.58,1791.24,1784.89,1803.77,1812.92,1780.41,1773.0,1816.65,1871.63,1909.46,1905.52,1975.39,1993.12,1990.13,1943.2,1937.39,1957.6,1974.13,2003.65,2018.86,2021.05,1984.31,1976.37
35,726,1605,795,Catoosa County,county,GA,GA,"Chattanooga, TN-GA",13,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.74,1401.81
36,740,2554,815,Spalding County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.01,1105.11,1158.53,1156.11,1177.39,1130.09,1106.51,1123.71,1140.94,1126.01,1129.09,1197.85,1187.48,1238.75,1213.69
37,752,1859,852,Liberty County,county,GA,GA,"Hinesville, GA",13,179,1062.79,1068.02,1079.85,1072.77,1075.04,1064.89,1077.85,1074.0,1085.44,1079.77,1118.01,1108.93,1117.74,1083.05,1084.62,1078.19,1083.5,1080.13,1088.22,1084.79,1093.72,1058.52,1049.86,1074.95,1076.91,1084.3,1094.31,1093.18,1097.02,1097.56,1088.33,1087.91,1094.46,1102.2,1095.51,1077.24,1081.94,1084.12,1085.25,1084.2,1087.08,1092.48,1097.04,1094.28,1107.91,1108.54,1106.12,1087.42,1086.58,1092.45,1102.33,1104.39,1103.71,1105.81,1112.74,1114.19,1126.09,1122.88,1112.46,1104.64,1113.76,1138.41,1142.87,1135.3,1135.76,1149.95,1160.9,1178.3,1192.06,1205.2,1192.32,1187.35,1192.06,1191.6,1213.19,1218.46,1267.55,1305.24,1367.0,1374.15,1416.36,1426.8,1427.91,1417.42,1356.38,1450.51,1453.01,1547.95,1494.88,1519.39,1509.59,1547.06
38,756,2689,861,Effingham County,county,GA,GA,"Savannah, GA",13,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747.61,1745.36,1769.96,1823.03,1817.12,1858.13,1821.96,1897.85,1900.21,1964.34,1899.11,1854.98
39,794,908,945,Camden County,county,GA,GA,"St. Marys, GA",13,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379.97,1419.22,1549.06,1574.95,1548.22,1563.02
40,836,1526,1070,Baldwin County,county,GA,GA,"Milledgeville, GA",13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071.08,1070.44
41,870,1275,1222,Oconee County,county,GA,GA,"Athens-Clarke County, GA",13,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977.83,1969.47,1937.56,1917.42,1934.98,1929.72,1983.62
42,871,412,1246,Bryan County,county,GA,GA,"Savannah, GA",13,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.96,1975.57,1994.43,1982.9,1960.08,1929.7,1979.98,2018.55,2043.11,2010.73,2000.74,1982.64,1950.36,1971.31
43,915,381,1882,Banks County,county,GA,GA,,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.13
