,RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31
42,1020,42,Fulton County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,121,130032.0,131011.0,131762.0,133343.0,134727.0,135922.0,137124.0,138178.0,139457.0,140525.0,141623.0,142614.0,143715.0,144712.0,145658.0,146453.0,147267.0,148110.0,148872.0,149669.0,150392.0,151254.0,152142.0,153107.0,153961.0,154607.0,154995.0,155421.0,155883.0,156555.0,157026.0,157339.0,157656.0,158011.0,158729.0,159142.0,159683.0,160067.0,160708.0,161143.0,161318.0,161361.0,161393.0,161468.0,161596.0,161469.0,161191.0,161009.0,161378.0,162137.0,162726.0,163228.0,163489.0,163450.0,163272.0,163464.0,163874.0,164246.0,164403.0,164537.0,165007.0,165427.0,166035.0,166580.0,167258.0,167975.0,168352.0,168849.0,169159.0,169617.0,169853.0,170152.0,170429.0,170597.0,170515.0,170084.0,170076.0,170316.0,171268.0,171771.0,172405.0,173011.0,173674.0,173985.0,174065.0,173989.0,174234.0,174309.0,174388.0,174471.0,174565.0,174682.0,174240.0,173582.0,172828.0,171996.0,170574.0,168404.0,166619.0,165571.0,165238.0,164632.0,163234.0,161601.0,159949.0,158458.0,156446.0,153756.0,150582.0,148064.0,145788.0,144230.0,142294.0,140896.0,139587.0,138350.0,137702.0,136814.0,136356.0,135331.0,133839.0,132265.0,131427.0,132028.0,132773.0,132546.0,131126.0,129767.0,127358.0,125643.0,123839.0,123411.0,122523.0,122354.0,121398.0,120381.0,118249.0,116571.0,115357.0,114033.0,112945.0,111824.0,111282.0,110492.0,109766.0,109056.0,108882.0,108766.0,109003.0,109405.0,110057.0,110748.0,110722.0,110362.0,110282.0,110793.0,111812.0,112686.0,114303.0,116264.0,118315.0,120232.0,122143.0,124055.0,125944.0,127687.0,129414.0,131114.0,132948.0,134780.0,136195.0,137365.0,138487.0,139525.0,140715.0,141737.0,142660.0,143195.0,143706.0,144395.0,145643.0,146940.0,148970.0,150744.0,153132.0,154779.0,156129.0,156648.0,157614.0,158798.0,160826.0,162051.0,164024.0,166203.0,169366.0,171742.0,173097.0,173659.0,174194.0,175171.0,175577.0,176897.0,177988.0,180226.0,182419.0,184568.0,186559.0,187403.0,188517.0,189929.0,191652.0,193658.0,196316.0,198783.0,200800.0,202347.0,203996.0,205781.0,207354.0,209329.0,211862.0,214618.0,217210.0,219063.0,221465.0,223644.0,225741.0,226810.0,228257.0,229038.0,229895.0,230250.0,231873.0,232122.0,233030.0,233025.0,234003.0,234477.0,235274.0,236765.0,238389.0,240616.0,241711.0,241998.0,241112.0,241265.0,242805.0,244941.0,247075.0,249047.0,250468.0,252644.0,254726.0,258169.0,260573.0,263149.0,265750.0,269581.0,273321.0,277673.0,282394.0,288196.0,291707.0,295445.0,298606.0,305289.0,309617.0,315154.0,319444.0,323547.0,325421.0,324877.0,325778.0,325329.0
58,2314,58,Gwinnett County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,135,102502.0,102739.0,103146.0,103980.0,104800.0,105551.0,106295.0,107278.0,108182.0,109054.0,109629.0,110434.0,111118.0,112058.0,112749.0,113368.0,113982.0,114685.0,115549.0,116337.0,117112.0,117828.0,118551.0,119262.0,119801.0,120318.0,120887.0,121626.0,122272.0,122687.0,123030.0,123468.0,124043.0,124556.0,124793.0,125119.0,125513.0,125966.0,126367.0,126714.0,126920.0,127080.0,127266.0,127566.0,127724.0,127792.0,127903.0,128193.0,128378.0,128551.0,128528.0,128615.0,128782.0,128845.0,128953.0,129079.0,129367.0,129538.0,129594.0,129651.0,129847.0,130095.0,130387.0,130710.0,131150.0,131566.0,131916.0,132099.0,132408.0,132726.0,133136.0,133403.0,133565.0,133813.0,134014.0,134417.0,134815.0,135306.0,135709.0,136078.0,136352.0,136581.0,136607.0,136602.0,136551.0,136642.0,136975.0,137388.0,137740.0,137998.0,138161.0,138296.0,138186.0,138081.0,137795.0,137366.0,136322.0,135519.0,134609.0,134155.0,133342.0,132563.0,131280.0,129915.0,128657.0,127297.0,125274.0,,118179.0,114700.0,112577.0,111319.0,110386.0,109454.0,108672.0,108273.0,107107.0,105571.0,104299.0,103742.0,102805.0,101116.0,99350.0,98708.0,98032.0,97903.0,96669.0,95463.0,93013.0,91124.0,89133.0,87533.0,85478.0,84296.0,83053.0,81952.0,79916.0,77888.0,76199.0,75663.0,75636.0,75439.0,74709.0,73443.0,72547.0,71118.0,71037.0,71242.0,71592.0,71915.0,72508.0,73042.0,72900.0,73110.0,74031.0,75426.0,76198.0,77384.0,78407.0,79865.0,81724.0,83533.0,85588.0,87660.0,90244.0,92492.0,94089.0,95648.0,97158.0,98496.0,99461.0,99968.0,100638.0,100926.0,102046.0,102747.0,103410.0,103830.0,104688.0,105476.0,106790.0,107862.0,108815.0,109242.0,110018.0,111387.0,112331.0,113135.0,113891.0,114564.0,115091.0,115756.0,116939.0,117942.0,119102.0,120104.0,121471.0,121935.0,122225.0,122369.0,122915.0,123901.0,124886.0,126294.0,127411.0,128947.0,130008.0,131029.0,132304.0,133830.0,135075.0,135248.0,135977.0,136695.0,137962.0,138873.0,140860.0,142524.0,144188.0,145486.0,147078.0,148661.0,149757.0,151004.0,152423.0,153994.0,155065.0,156187.0,156765.0,157905.0,158984.0,160395.0,161329.0,161801.0,162409.0,163066.0,163590.0,164064.0,164849.0,165885.0,166801.0,168146.0,169488.0,170616.0,171178.0,171674.0,172507.0,173992.0,176265.0,178882.0,181229.0,183517.0,185669.0,188744.0,191956.0,195823.0,199840.0,205209.0,210806.0,216081.0,220326.0,225492.0,232429.0,239854.0,245758.0,249668.0,254888.0,262547.0,269727.0,274441.0,274994.0,275169.0,275319.0,276189.0
84,135,84,Cobb County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,67,114060.0,114185.0,114599.0,115465.0,116404.0,117225.0,118000.0,118913.0,120165.0,121424.0,122465.0,123388.0,124077.0,124979.0,125747.0,126649.0,127507.0,128347.0,129169.0,129996.0,130712.0,131340.0,131968.0,132598.0,133209.0,133859.0,134541.0,135226.0,135786.0,136135.0,136546.0,136943.0,137302.0,137688.0,138020.0,138224.0,138218.0,138136.0,138206.0,138354.0,138639.0,139148.0,139734.0,140343.0,140907.0,141166.0,141438.0,141613.0,141648.0,141657.0,141804.0,142428.0,142874.0,143295.0,143608.0,144100.0,144134.0,144084.0,143821.0,144100.0,144346.0,144853.0,144859.0,145136.0,145637.0,146357.0,146768.0,146918.0,147005.0,147248.0,147407.0,147778.0,148181.0,148539.0,148630.0,148846.0,149029.0,149524.0,149904.0,150191.0,150173.0,149989.0,149710.0,149748.0,149417.0,149456.0,149601.0,150165.0,150794.0,150926.0,151024.0,150381.0,149646.0,148337.0,146806.0,146174.0,145380.0,145274.0,144356.0,144178.0,143673.0,143117.0,142540.0,142014.0,141662.0,141219.0,140515.0,138780.0,136650.0,135300.0,134384.0,133066.0,131073.0,129791.0,129262.0,128300.0,126749.0,125267.0,124562.0,124473.0,123427.0,122469.0,121703.0,121993.0,121347.0,119945.0,117295.0,115044.0,111990.0,109658.0,107073.0,104971.0,102736.0,100851.0,98917.0,96957.0,94644.0,92771.0,91234.0,91079.0,90961.0,90495.0,90075.0,89015.0,89225.0,88097.0,88257.0,87317.0,87622.0,87863.0,88401.0,87734.0,86842.0,86863.0,87914.0,89112.0,89815.0,89936.0,90316.0,91075.0,92555.0,94137.0,95849.0,97832.0,100161.0,101895.0,103006.0,103704.0,104920.0,106695.0,108289.0,109379.0,110142.0,110758.0,111488.0,112151.0,112958.0,114191.0,115472.0,116844.0,117542.0,117928.0,118095.0,119045.0,120439.0,121877.0,122244.0,122630.0,123062.0,123829.0,124533.0,125201.0,125917.0,127101.0,128617.0,130113.0,130921.0,131261.0,131571.0,131738.0,131984.0,132651.0,133518.0,135190.0,136443.0,137733.0,138330.0,139358.0,140670.0,142268.0,144057.0,145119.0,146395.0,147403.0,148770.0,150352.0,151595.0,153590.0,154508.0,155772.0,156340.0,157585.0,158866.0,159980.0,161092.0,162602.0,164324.0,165669.0,167032.0,167760.0,169004.0,169708.0,170913.0,170955.0,171109.0,171593.0,172803.0,173528.0,173551.0,173708.0,174199.0,176062.0,177638.0,179175.0,179318.0,179722.0,180354.0,181883.0,183769.0,185915.0,188515.0,191249.0,194135.0,197005.0,200097.0,204372.0,208679.0,213450.0,217867.0,222460.0,226774.0,230538.0,235058.0,239591.0,245515.0,250878.0,257454.0,262502.0,266713.0,269063.0,270694.0,271718.0,272719.0,273554.0
85,984,85,Dekalb County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,89,111032.0,111598.0,112270.0,113602.0,115047.0,116491.0,117936.0,119372.0,120700.0,121983.0,123084.0,124223.0,125254.0,126432.0,127490.0,128440.0,129244.0,130036.0,130754.0,131396.0,132022.0,132768.0,133499.0,134205.0,134749.0,135291.0,135639.0,136033.0,136287.0,136652.0,136877.0,137231.0,137490.0,137801.0,138050.0,138272.0,138492.0,138670.0,138928.0,139120.0,139286.0,139306.0,139401.0,139662.0,139821.0,139873.0,139716.0,139995.0,140197.0,140600.0,140609.0,140836.0,141141.0,141474.0,141593.0,141500.0,141731.0,142094.0,142465.0,142527.0,142838.0,142981.0,143370.0,143745.0,144535.0,145549.0,146104.0,146544.0,146541.0,146749.0,147197.0,147757.0,148429.0,148795.0,149119.0,149461.0,149439.0,149486.0,149661.0,150058.0,150243.0,149940.0,149561.0,149872.0,150431.0,151083.0,151257.0,151555.0,151716.0,151525.0,151225.0,150927.0,150483.0,149890.0,148857.0,148177.0,146826.0,145420.0,143471.0,142217.0,141273.0,140550.0,139561.0,138690.0,137479.0,136285.0,134192.0,132394.0,129510.0,127403.0,125209.0,124118.0,123086.0,122340.0,121583.0,121058.0,120420.0,120325.0,120447.0,120902.0,120938.0,120598.0,119192.0,118610.0,118140.0,117932.0,116330.0,114363.0,112710.0,111544.0,110103.0,108385.0,106590.0,105208.0,104075.0,102417.0,100044.0,97764.0,96018.0,95009.0,94066.0,93569.0,92937.0,92196.0,90604.0,89995.0,90310.0,91541.0,92335.0,92993.0,93165.0,92863.0,92296.0,92134.0,92239.0,91994.0,92160.0,92706.0,94174.0,95778.0,97710.0,99350.0,100727.0,102118.0,103956.0,105781.0,107781.0,109464.0,110082.0,110551.0,111697.0,113373.0,114805.0,115309.0,116238.0,116752.0,117373.0,117943.0,118767.0,119446.0,120593.0,121346.0,122011.0,122230.0,123111.0,124125.0,125369.0,126346.0,127338.0,127730.0,128560.0,129624.0,131760.0,133153.0,134314.0,135242.0,135982.0,137204.0,137626.0,138094.0,137670.0,138350.0,140107.0,141711.0,143013.0,144739.0,146568.0,147811.0,148402.0,149839.0,152204.0,153723.0,155688.0,157063.0,159341.0,162057.0,165217.0,167715.0,170177.0,171744.0,173789.0,175004.0,177195.0,179090.0,180834.0,182219.0,183378.0,184547.0,185824.0,187441.0,188551.0,189497.0,189618.0,190038.0,190094.0,190637.0,190972.0,191236.0,192051.0,192901.0,194567.0,195804.0,196872.0,196443.0,194289.0,192322.0,192118.0,194231.0,197093.0,199459.0,202282.0,204900.0,207639.0,208772.0,209661.0,211180.0,214693.0,219033.0,223244.0,226592.0,229619.0,232908.0,235842.0,239745.0,243650.0,247525.0,250514.0,252912.0,256085.0,259618.0,261895.0,263693.0,263974.0,264345.0
239,1608,239,Chatham County,county,GA,GA,"Savannah, GA",13,51,86140.0,86590.0,86986.0,87552.0,87895.0,88336.0,88837.0,89430.0,89883.0,90436.0,91139.0,91889.0,92604.0,93077.0,93629.0,94225.0,94874.0,96127.0,96970.0,97658.0,97424.0,97376.0,97534.0,97709.0,97920.0,98090.0,98125.0,97898.0,98013.0,97955.0,98226.0,98788.0,99493.0,100233.0,100304.0,100416.0,100670.0,100808.0,101300.0,101589.0,101674.0,101666.0,102098.0,102850.0,103839.0,104981.0,106182.0,106871.0,107077.0,107442.0,107997.0,108714.0,109590.0,111180.0,112738.0,114498.0,115749.0,117016.0,118008.0,119358.0,120200.0,121062.0,121431.0,122605.0,123638.0,124895.0,125855.0,126584.0,127556.0,128391.0,129181.0,129895.0,130849.0,132208.0,133755.0,135246.0,136480.0,137196.0,137743.0,138987.0,140091.0,141415.0,141965.0,142941.0,143815.0,144932.0,145763.0,146189.0,145992.0,145806.0,145573.0,145770.0,145667.0,145864.0,145781.0,146016.0,145965.0,146047.0,146283.0,146607.0,146382.0,145575.0,144377.0,142918.0,141050.0,138829.0,136735.0,133984.0,132160.0,130903.0,130811.0,130698.0,130943.0,130801.0,130668.0,129064.0,128229.0,127476.0,127814.0,127762.0,127550.0,127455.0,127214.0,126381.0,125127.0,124066.0,123535.0,123360.0,123175.0,122641.0,121884.0,120352.0,119301.0,118269.0,117521.0,115570.0,113233.0,110225.0,107595.0,105021.0,103741.0,102795.0,102498.0,101993.0,101530.0,100761.0,100146.0,100205.0,100191.0,99584.0,98731.0,97824.0,97673.0,97253.0,97469.0,97396.0,97424.0,97079.0,96781.0,96615.0,96899.0,97163.0,97451.0,98333.0,99135.0,99589.0,98839.0,98231.0,98713.0,99474.0,100521.0,100813.0,101039.0,101258.0,101856.0,102312.0,102452.0,102032.0,101336.0,100618.0,100639.0,101448.0,102131.0,102334.0,102821.0,103996.0,104859.0,105451.0,104944.0,105214.0,105567.0,106352.0,106622.0,105969.0,105697.0,105921.0,107055.0,108401.0,109016.0,109487.0,109341.0,109504.0,109873.0,110800.0,111714.0,112126.0,112113.0,111827.0,111584.0,111435.0,111781.0,112373.0,113278.0,114012.0,114815.0,115673.0,116360.0,117378.0,118069.0,119218.0,119853.0,120535.0,121195.0,121976.0,122836.0,123864.0,124883.0,126124.0,126260.0,126701.0,127208.0,127846.0,128804.0,129707.0,131494.0,132976.0,134465.0,135290.0,136064.0,136809.0,137463.0,137941.0,138367.0,138627.0,139056.0,139553.0,141217.0,142556.0,143811.0,144938.0,146457.0,148179.0,149563.0,151044.0,152972.0,155508.0,158376.0,160655.0,163021.0,165272.0,168344.0,171788.0,175983.0,180779.0,184531.0,190729.0,195026.0,201588.0,205774.0,211930.0,216367.0,220640.0,224456.0,228507.0
242,1622,242,Clayton County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,63,60599.0,60636.0,60850.0,61266.0,61664.0,62125.0,62633.0,63309.0,63892.0,64355.0,64841.0,65692.0,66434.0,67140.0,67438.0,67821.0,68169.0,68722.0,69375.0,69969.0,70277.0,70523.0,70837.0,71158.0,71554.0,71894.0,72438.0,72824.0,73197.0,73462.0,73790.0,74279.0,74533.0,74815.0,75133.0,75576.0,75993.0,76216.0,76439.0,76703.0,76925.0,77088.0,77071.0,76969.0,76922.0,76832.0,76848.0,76866.0,77131.0,77287.0,77606.0,77703.0,78014.0,78051.0,78239.0,78287.0,78333.0,78287.0,78227.0,78104.0,78118.0,78058.0,78109.0,78194.0,78193.0,78194.0,77971.0,77951.0,77937.0,77902.0,77796.0,77620.0,77678.0,77857.0,77973.0,77985.0,77843.0,77501.0,77004.0,76348.0,76025.0,75663.0,75688.0,75509.0,75351.0,75096.0,75110.0,74992.0,74929.0,74897.0,74880.0,74367.0,73480.0,72816.0,72005.0,71155.0,69843.0,68161.0,66332.0,64522.0,63491.0,61830.0,59350.0,57891.0,56571.0,55604.0,53349.0,51576.0,50372.0,49295.0,47625.0,45522.0,43429.0,41959.0,41223.0,40999.0,41813.0,42520.0,42694.0,41966.0,40208.0,38687.0,37855.0,37856.0,38032.0,38426.0,38596.0,38025.0,36515.0,35307.0,34269.0,33751.0,32905.0,32574.0,31954.0,31908.0,31317.0,30159.0,28635.0,27968.0,28471.0,29322.0,29474.0,28980.0,28816.0,28710.0,29333.0,29779.0,30343.0,30603.0,30899.0,31323.0,31031.0,30772.0,30850.0,31684.0,32392.0,33007.0,33181.0,33415.0,33781.0,34666.0,35605.0,36352.0,37188.0,38828.0,40754.0,42261.0,43215.0,43836.0,44458.0,45134.0,45691.0,45998.0,46444.0,47202.0,47751.0,47638.0,47515.0,47792.0,48207.0,48329.0,48362.0,47807.0,47566.0,47668.0,48719.0,49208.0,49553.0,49162.0,49049.0,49094.0,48811.0,48744.0,48195.0,48531.0,48244.0,48408.0,48291.0,48346.0,48172.0,48424.0,49354.0,50428.0,51309.0,51855.0,52889.0,54020.0,55128.0,55936.0,56772.0,57561.0,58271.0,58873.0,59758.0,60255.0,60605.0,61402.0,61853.0,62692.0,63446.0,64562.0,65883.0,66898.0,68120.0,68790.0,69172.0,70122.0,71963.0,73614.0,75331.0,76359.0,77812.0,78743.0,79442.0,79709.0,80399.0,81098.0,81896.0,82902.0,84199.0,86510.0,88177.0,89664.0,89804.0,89721.0,89948.0,90496.0,91334.0,92201.0,92632.0,93314.0,94067.0,95475.0,97409.0,99834.0,103037.0,105659.0,107563.0,110084.0,113298.0,117273.0,121575.0,127203.0,134471.0,139388.0,143995.0,146488.0,149866.0,153176.0,154933.0,155594.0,153214.0,152082.0
273,2188,273,Cherokee County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,57,125037.0,125657.0,125777.0,126660.0,127595.0,129258.0,130398.0,130856.0,130537.0,131188.0,132185.0,133775.0,134622.0,135429.0,136024.0,136669.0,137487.0,138459.0,139223.0,139768.0,140456.0,141120.0,142207.0,142921.0,143827.0,144702.0,145722.0,146594.0,147365.0,147734.0,147849.0,147545.0,147968.0,148524.0,149230.0,149271.0,149074.0,148979.0,149131.0,149211.0,149083.0,148770.0,148891.0,148689.0,149000.0,149123.0,149782.0,149926.0,150515.0,150938.0,151570.0,152109.0,152896.0,153539.0,153808.0,153962.0,154300.0,154610.0,155099.0,155565.0,156305.0,157241.0,158099.0,159040.0,159433.0,159643.0,159756.0,159997.0,160852.0,161574.0,162253.0,162491.0,162931.0,163612.0,164107.0,164684.0,165049.0,165396.0,165614.0,165752.0,166321.0,166890.0,167609.0,168033.0,168881.0,169630.0,170396.0,170640.0,170880.0,170888.0,171019.0,170922.0,170876.0,169845.0,169045.0,167533.0,166959.0,166207.0,166180.0,166017.0,165863.0,165321.0,164399.0,163099.0,162168.0,161508.0,160804.0,159579.0,157708.0,155527.0,152871.0,151013.0,149607.0,148527.0,147308.0,145426.0,144513.0,143212.0,143134.0,142639.0,141871.0,140970.0,140072.0,139271.0,138618.0,137918.0,137463.0,136224.0,134407.0,132410.0,130027.0,127558.0,125367.0,123748.0,122507.0,120636.0,118078.0,115547.0,113677.0,112944.0,112327.0,112252.0,111504.0,110516.0,109323.0,108226.0,107867.0,108203.0,108669.0,109138.0,108929.0,108609.0,107927.0,107133.0,107587.0,108502.0,109494.0,110343.0,111770.0,113641.0,115406.0,117190.0,119186.0,121688.0,124193.0,127224.0,129695.0,131752.0,133462.0,134872.0,136313.0,137029.0,137637.0,137992.0,138283.0,138728.0,139340.0,139576.0,139962.0,140505.0,140858.0,141194.0,141241.0,141791.0,142799.0,143698.0,144565.0,145424.0,146063.0,147451.0,147998.0,149426.0,150765.0,152146.0,153092.0,153882.0,154814.0,155640.0,156392.0,157391.0,158558.0,159459.0,160497.0,161415.0,162362.0,163474.0,164335.0,165315.0,165171.0,165446.0,166093.0,167276.0,168435.0,169452.0,170947.0,173129.0,174792.0,176477.0,177129.0,177907.0,179235.0,180506.0,182229.0,183592.0,185980.0,187981.0,189667.0,190762.0,191903.0,193555.0,195346.0,196795.0,198020.0,199123.0,200331.0,201122.0,201635.0,202557.0,203303.0,204022.0,204757.0,205781.0,206624.0,207843.0,208980.0,210811.0,212688.0,214841.0,217033.0,219129.0,221507.0,224596.0,227672.0,230999.0,234361.0,238024.0,242422.0,248042.0,254484.0,261137.0,267481.0,273641.0,279894.0,285072.0,291409.0,298154.0,305669.0,312828.0,318552.0,322739.0,325639.0,328873.0,330994.0,331227.0
289,1711,289,Forsyth County,county,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",13,117,143169.0,144127.0,144559.0,145419.0,145319.0,144745.0,144113.0,144307.0,145761.0,146532.0,147745.0,148543.0,149763.0,150908.0,152608.0,154802.0,156744.0,157796.0,158438.0,159061.0,159756.0,160397.0,161714.0,162970.0,164000.0,163734.0,163791.0,164518.0,164748.0,164843.0,164701.0,165217.0,165698.0,165744.0,165623.0,165405.0,165272.0,165480.0,165900.0,166570.0,167259.0,167488.0,167993.0,168246.0,168902.0,169274.0,170106.0,171200.0,172174.0,172939.0,173225.0,173546.0,173808.0,173516.0,173591.0,173620.0,174754.0,175907.0,177071.0,178090.0,178597.0,179063.0,179543.0,180700.0,181769.0,182310.0,182561.0,182842.0,183400.0,183985.0,184473.0,184855.0,185504.0,186114.0,187097.0,188170.0,189566.0,190856.0,191988.0,193452.0,194645.0,195871.0,196859.0,197680.0,198473.0,198591.0,198856.0,199373.0,199858.0,200404.0,200428.0,201049.0,201124.0,200813.0,200135.0,199247.0,198682.0,198076.0,198103.0,198104.0,197981.0,197114.0,196119.0,194482.0,192801.0,190975.0,190093.0,190163.0,189361.0,187705.0,184735.0,183034.0,182105.0,180869.0,178506.0,175932.0,174432.0,173796.0,172295.0,171118.0,170009.0,169576.0,168707.0,166891.0,165646.0,164010.0,162180.0,159310.0,156292.0,154269.0,153045.0,151935.0,149725.0,146891.0,144138.0,141701.0,139492.0,137247.0,135562.0,133944.0,133212.0,132654.0,132010.0,130966.0,131211.0,131828.0,133097.0,133242.0,133837.0,134030.0,134934.0,135537.0,136261.0,136038.0,135098.0,134819.0,135663.0,137677.0,138877.0,139913.0,140390.0,141665.0,142929.0,144760.0,146081.0,147476.0,149151.0,151438.0,153760.0,155410.0,156092.0,156447.0,156877.0,157707.0,158313.0,158963.0,159833.0,160489.0,161170.0,161969.0,163398.0,165010.0,166347.0,167428.0,168203.0,168943.0,169955.0,170863.0,171617.0,172201.0,171221.0,170506.0,169293.0,169803.0,170177.0,171105.0,172195.0,173565.0,174966.0,175200.0,175338.0,175257.0,176910.0,178242.0,178096.0,177943.0,178566.0,180651.0,182188.0,183215.0,184502.0,185988.0,187343.0,188751.0,190116.0,191745.0,193168.0,194530.0,196781.0,199289.0,201428.0,202598.0,203434.0,205144.0,206633.0,208390.0,209898.0,210462.0,210698.0,211357.0,212231.0,212633.0,212181.0,212884.0,213834.0,215154.0,215795.0,216785.0,218032.0,219254.0,220114.0,219343.0,219622.0,221209.0,223780.0,225528.0,226711.0,227845.0,229923.0,232290.0,236144.0,239454.0,242375.0,245327.0,249189.0,254478.0,259991.0,266771.0,273762.0,281664.0,288129.0,294559.0,300616.0,307516.0,314328.0,321300.0,329686.0,338418.0,346765.0,352287.0,355447.0,355377.0,354345.0,352632.0
